,name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev_x,state,county,country,elevation,state_abbrev,FIPS
1085,Millen,16644,Valid,H4,40800.0,Found,1975,32.83528,-81.87389,"(32.83528, -81.87389)",POINT (-81.87389 32.83528),None_Found,Georgia,Jenkins County,United States,91.0,GA,13
1086,Norristown,16997,Valid,"Iron, IIIAB",4200.0,Found,1965,32.51667,-82.55,"(32.51667, -82.55)",POINT (-82.55 32.51667),None_Found,Georgia,Emanuel County,United States,77.0,GA,13
1087,Paulding County,18172,Valid,Iron,725.0,Found,1901,34.0,-84.8,"(34.0, -84.8)",POINT (-84.8 34),None_Found,Georgia,Paulding County,United States,313.0,GA,13
1088,Pickens County,18815,Valid,H6,400.0,Found,1908,34.5,-84.5,"(34.5, -84.5)",POINT (-84.5 34.5),None_Found,Georgia,Pickens County,United States,391.0,GA,13
1089,Putnam County,18906,Valid,"Iron, IVA",32700.0,Found,1839,33.25,-83.25,"(33.25, -83.25)",POINT (-83.25 33.25),None_Found,Georgia,Hancock County,United States,121.0,GA,13
1090,Sardis,23177,Valid,"Iron, IAB complex",800000.0,Found,1940,32.94889000000001,-81.865,"(32.94889, -81.865)",POINT (-81.865 32.94889),None_Found,Georgia,Jenkins County,United States,81.0,GA,13
1091,Smithonia,23651,Valid,"Iron, IIAB",69900.0,Found,1940,34.0,-83.16667,"(34.0, -83.16667)",POINT (-83.16667 34),None_Found,Georgia,Oglethorpe County,United States,215.0,GA,13
1092,Social Circle,23659,Valid,"Iron, IVA",99300.0,Found,1927,33.7,-83.7,"(33.7, -83.7)",POINT (-83.7 33.7),None_Found,Georgia,Walton County,United States,261.0,GA,13
1093,Statesboro,23715,Valid,L5,2158.26,Found,2000,32.4375,-81.91667,"(32.4375, -81.91667)",POINT (-81.91667 32.4375),None_Found,Georgia,Bulloch County,United States,64.0,GA,13
1094,Thomson,23973,Valid,L6,218.0,Found,1888,33.46667,-82.48333000000002,"(33.46667, -82.48333)",POINT (-82.48333 33.46667),None_Found,Georgia,McDuffie County,United States,165.0,GA,13
1095,Twin City,24090,Valid,"Iron, IAB-ung",5130.0,Found,1955,32.58333,-82.01666999999998,"(32.58333, -82.01667)",POINT (-82.01667 32.58333),None_Found,Georgia,Emanuel County,United States,88.0,GA,13
1096,Union County,24122,Valid,"Iron, IC",6800.0,Found,1853,34.75,-84.0,"(34.75, -84.0)",POINT (-84 34.75),None_Found,Georgia,Union County,United States,884.0,GA,13
1097,Colby (Wisconsin),5395,Valid,L6,104000.0,Fell,1917,44.9,-90.28333,"(44.9, -90.28333)",POINT (-90.28333 44.9),None_Found,Wisconsin,Marathon County,United States,409.0,WI,55
1098,Kilbourn,12308,Valid,H5,772.0,Fell,1911,43.58333,-89.6,"(43.58333, -89.6)",POINT (-89.6 43.58333),None_Found,Wisconsin,Columbia County,United States,244.0,WI,55
1099,Mifflin,52090,Valid,L5,3584.0,Fell,2010,42.9075,-90.36556,"(42.9075, -90.36556)",POINT (-90.36556 42.9075),None_Found,Wisconsin,Iowa County,United States,331.0,WI,55
1100,Turtle Lake,47343,Valid,L5,89.3,Fell,1996,45.34583,-92.05167,"(45.34583, -92.05167)",POINT (-92.05167 45.34583),None_Found,Wisconsin,Barron County,United States,369.0,WI,55
1101,Vernon County,24168,Valid,H6,1500.0,Fell,1865,43.5,-91.16667,"(43.5, -91.16667)",POINT (-91.16667 43.5),None_Found,Wisconsin,Vernon County,United States,334.0,WI,55
1102,Algoma,470,Valid,"Iron, IAB-sHL",4100.0,Found,1887,44.65,-87.46667,"(44.65, -87.46667)",POINT (-87.46667 44.65),None_Found,Wisconsin,Kewaunee County,United States,181.0,WI,55
1103,Angelica,2300,Valid,"Iron, IIIAB",14800.0,Found,1916,44.25,-88.25,"(44.25, -88.25)",POINT (-88.25 44.25),None_Found,Wisconsin,Outagamie County,United States,222.0,WI,55
1104,Belmont,5008,Valid,H6,25300.0,Found,1958,42.73333,-90.35,"(42.73333, -90.35)",POINT (-90.35 42.73333),None_Found,Wisconsin,Lafayette County,United States,335.0,WI,55
1105,Hammond,11813,Valid,"Iron, ungrouped",24000.0,Found,1884,44.91667,-92.43333,"(44.91667, -92.43333)",POINT (-92.43333 44.91667),None_Found,Wisconsin,Saint Croix County,United States,356.0,WI,55
1106,Mount Morris (Wisconsin),16783,Valid,"Iron, IAB-an",676.0,Found,1937,44.0,-89.25,"(44.0, -89.25)",POINT (-89.25 44),None_Found,Wisconsin,Waushara County,United States,260.0,WI,55
1107,Oshkosh,18036,Valid,H,144.8,Found,1961,44.07694,-88.56278,"(44.07694, -88.56278)",POINT (-88.56278 44.07694),None_Found,Wisconsin,Winnebago County,United States,233.0,WI,55
1108,Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,1931,44.21667,-89.1,"(44.21667, -89.1)",POINT (-89.1 44.21667),None_Found,Wisconsin,Waushara County,United States,278.0,WI,55
1109,Trenton,24045,Valid,"Iron, IIIAB",505000.0,Found,1858,43.36667,-88.13333,"(43.36667, -88.13333)",POINT (-88.13333 43.36667),None_Found,Wisconsin,Washington County,United States,277.0,WI,55
1110,Zenda,30400,Valid,"Iron, IAB complex",3700.0,Found,1955,42.51333,-88.48944,"(42.51333, -88.48944)",POINT (-88.48944 42.51333),None_Found,Wisconsin,Walworth County,United States,304.0,WI,55
1111,Deal,6634,Valid,L6,28.0,Fell,1829,40.25,-74.0,"(40.25, -74.0)",POINT (-74 40.25),None_Found,New Jersey,Monmouth County,United States,10.0,NJ,34
1112,Eagle,7760,Valid,EL6,10000.0,Fell,1947,40.78167,-96.47167,"(40.78167, -96.47167)",POINT (-96.47167 40.78167),None_Found,Nebraska,Lancaster County,United States,405.0,NE,31
1113,Mariaville,15419,Valid,Iron,340.0,Fell,1898,42.71667,-99.38333,"(42.71667, -99.38333)",POINT (-99.38333 42.71667),None_Found,Nebraska,Rock County,United States,649.0,NE,31
1114,Sioux County,23614,Valid,Eucrite-mmict,4100.0,Fell,1933,42.58333,-103.66667,"(42.58333, -103.66667)",POINT (-103.66667 42.58333),None_Found,Nebraska,Sioux County,United States,1381.0,NE,31
1115,Ainsworth,422,Valid,"Iron, IIAB",80650.0,Found,1907,42.6,-99.8,"(42.6, -99.8)",POINT (-99.8 42.6),None_Found,Nebraska,Brown County,United States,735.0,NE,31
1116,Amherst,2293,Valid,L6,8500.0,Found,1947,40.8,-99.2,"(40.8, -99.2)",POINT (-99.2 40.8),None_Found,Nebraska,Buffalo County,United States,672.0,NE,31
1117,Arcadia,2326,Valid,LL6,19400.0,Found,1937,41.41667,-99.1,"(41.41667, -99.1)",POINT (-99.1 41.41667),None_Found,Nebraska,Valley County,United States,658.0,NE,31
1118,Bayard,4978,Valid,L5,75000.0,Found,1982,41.81667,-103.36667,"(41.81667, -103.36667)",POINT (-103.36667 41.81667),None_Found,Nebraska,Scotts Bluff County,United States,1193.0,NE,31
1119,Benedict,5017,Valid,"Iron, IIIAB",16380.0,Found,1970,41.0,-97.53333,"(41.0, -97.53333)",POINT (-97.53333 41),None_Found,Nebraska,York County,United States,499.0,NE,31
1120,Blackwood Creek,5069,Valid,H6,67.0,Found,1998,40.5,-101.08333,"(40.5, -101.08333)",POINT (-101.08333 40.5),None_Found,Nebraska,Hayes County,United States,917.0,NE,31
1121,Brainard,5131,Valid,"Iron, IIIAB",138300.0,Found,1978,41.15333,-96.955,"(41.15333, -96.955)",POINT (-96.955 41.15333),None_Found,Nebraska,Butler County,United States,463.0,NE,31
1122,Brandon,5132,Valid,L6/7,7580.0,Found,1975,40.81,-101.80167,"(40.81, -101.80167)",POINT (-101.80167 40.81),None_Found,Nebraska,Perkins County,United States,1049.0,NE,31
1123,Broken Bow,5145,Valid,H4,6800.0,Found,1937,41.43333,-99.7,"(41.43333, -99.7)",POINT (-99.7 41.43333),None_Found,Nebraska,Custer County,United States,784.0,NE,31
1124,Bushnell,5180,Valid,H4,1240.0,Found,1939,41.23333,-103.9,"(41.23333, -103.9)",POINT (-103.9 41.23333),None_Found,Nebraska,Kimball County,United States,1491.0,NE,31
1125,Cole Creek,5400,Valid,H5,16300.0,Found,1991,41.35,-99.11667,"(41.35, -99.11667)",POINT (-99.11667 41.35),None_Found,Nebraska,Sherman County,United States,693.0,NE,31
1126,Cotesfield,5454,Valid,L6,1160.0,Found,1928,41.36667,-98.63333,"(41.36667, -98.63333)",POINT (-98.63333 41.36667),None_Found,Nebraska,Howard County,United States,575.0,NE,31
1127,Culbertson,5494,Valid,H4,5900.0,Found,1913,40.23333,-100.83333,"(40.23333, -100.83333)",POINT (-100.83333 40.23333),None_Found,Nebraska,Hitchcock County,United States,799.0,NE,31
1128,Dix,7651,Valid,L6,44000.0,Found,1927,41.23333,-103.48333,"(41.23333, -103.48333)",POINT (-103.48333 41.23333),None_Found,Nebraska,Kimball County,United States,1387.0,NE,31
1129,Farnum,10076,Valid,L5,4200.0,Found,1937,40.25,-100.23333,"(40.25, -100.23333)",POINT (-100.23333 40.25),None_Found,Nebraska,Red Willow County,United States,703.0,NE,31
1130,Hayes Center,11865,Valid,L6,4500.0,Found,1941,40.51667,-101.03333,"(40.51667, -101.03333)",POINT (-101.03333 40.51667),None_Found,Nebraska,Hayes County,United States,922.0,NE,31
1131,Hebron,11867,Valid,H6,21820.0,Found,1965,40.16667,-97.6,"(40.16667, -97.6)",POINT (-97.6 40.16667),None_Found,Nebraska,Thayer County,United States,447.0,NE,31
1132,Hildreth,11885,Valid,L5,3060.0,Found,1894,40.33333,-99.03333,"(40.33333, -99.03333)",POINT (-99.03333 40.33333),None_Found,Nebraska,Franklin County,United States,661.0,NE,31
1133,Huntsman,11988,Valid,H4,14500.0,Found,1910,41.18333,-103.0,"(41.18333, -103.0)",POINT (-103 41.18333),None_Found,Nebraska,Cheyenne County,United States,1309.0,NE,31
1134,Indianola,12030,Valid,L5,4000.0,Found,1939,40.23333,-100.41667,"(40.23333, -100.41667)",POINT (-100.41667 40.23333),None_Found,Nebraska,Red Willow County,United States,729.0,NE,31
1135,Kennard,12279,Valid,H5,8200.0,Found,1961,41.48333,-96.16667,"(41.48333, -96.16667)",POINT (-96.16667 41.48333),None_Found,Nebraska,Washington County,United States,376.0,NE,31
1136,Kearney,12269,Valid,H5,10000.0,Found,1934,40.68333,-99.06667,"(40.68333, -99.06667)",POINT (-99.06667 40.68333),None_Found,Nebraska,Buffalo County,United States,654.0,NE,31
1137,Lancaster County,12454,Valid,Iron,13000.0,Found,1903,40.66667,-96.75,"(40.66667, -96.75)",POINT (-96.75 40.66667),None_Found,Nebraska,Lancaster County,United States,401.0,NE,31
1138,Linwood,14657,Valid,"Iron, IAB-MG",46000.0,Found,1940,41.43333,-96.96667,"(41.43333, -96.96667)",POINT (-96.96667 41.43333),None_Found,Nebraska,Butler County,United States,402.0,NE,31
1139,Loomis,14698,Valid,L6,3020.0,Found,1933,40.46667,-99.5,"(40.46667, -99.5)",POINT (-99.5 40.46667),None_Found,Nebraska,Phelps County,United States,739.0,NE,31
1140,Lorenzo,44717,Valid,L5,611.9,Found,1941,41.03333,-102.88333,"(41.03333, -102.88333)",POINT (-102.88333 41.03333),None_Found,Nebraska,Cheyenne County,United States,1293.0,NE,31
1141,Lushton,14760,Valid,L6,6700.0,Found,1914,40.74972,-97.74972,"(40.74972, -97.74972)",POINT (-97.74972 40.74972),None_Found,Nebraska,York County,United States,515.0,NE,31
1142,Marsland,15434,Valid,H5,6850.0,Found,1933,42.45,-103.3,"(42.45, -103.3)",POINT (-103.3 42.45),None_Found,Nebraska,Dawes County,United States,1272.0,NE,31
1143,McCook,15459,Valid,L6,3602.0,Found,1965,40.02,-100.78333,"(40.02, -100.78333)",POINT (-100.78333 40.02),None_Found,Nebraska,Hitchcock County,United States,874.0,NE,31
1144,Morrill,16749,Valid,"Iron, IAB-an",1387.0,Found,1920,42.18333,-103.93333,"(42.18333, -103.93333)",POINT (-103.93333 42.18333),None_Found,Nebraska,Sioux County,United States,1410.0,NE,31
1145,Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,1918,41.16667,-101.66667,"(41.16667, -101.66667)",POINT (-101.66667 41.16667),None_Found,Nebraska,Keith County,United States,1062.0,NE,31
1146,Oliver,18014,Valid,L6,6690.0,Found,1984,41.2,-103.68333,"(41.2, -103.68333)",POINT (-103.68333 41.2),None_Found,Nebraska,Kimball County,United States,1499.0,NE,31
1147,Owasco,18060,Valid,L6,168400.0,Found,1984,41.2,-103.68333,"(41.2, -103.68333)",POINT (-103.68333 41.2),None_Found,Nebraska,Kimball County,United States,1499.0,NE,31
1148,Oxford,18063,Valid,H5,6000.0,Found,1985,40.16667,-99.66667,"(40.16667, -99.66667)",POINT (-99.66667 40.16667),None_Found,Nebraska,Furnas County,United States,659.0,NE,31
1149,Potter,18878,Valid,L6,261000.0,Found,1941,41.23333,-103.3,"(41.23333, -103.3)",POINT (-103.3 41.23333),None_Found,Nebraska,Cheyenne County,United States,1354.0,NE,31
1150,Red Willow,22550,Valid,Iron,2750.0,Found,1899,40.25,-100.5,"(40.25, -100.5)",POINT (-100.5 40.25),None_Found,Nebraska,Red Willow County,United States,759.0,NE,31
1151,Republican River,22591,Valid,H4,135.0,Found,1942,40.08333,-98.91667,"(40.08333, -98.91667)",POINT (-98.91667 40.08333),None_Found,Nebraska,Franklin County,United States,553.0,NE,31
1152,Sandy Creek,23158,Valid,L5,1330.0,Found,1999,40.43333,-98.06667,"(40.43333, -98.06667)",POINT (-98.06667 40.43333),None_Found,Nebraska,Clay County,United States,536.0,NE,31
1153,Sidney,23585,Valid,L,6000.0,Found,1941,41.05,-102.9,"(41.05, -102.9)",POINT (-102.9 41.05),None_Found,Nebraska,Cheyenne County,United States,1299.0,NE,31
1154,St. Ann,23079,Valid,H6,373.5,Found,1938,40.45,-100.75,"(40.45, -100.75)",POINT (-100.75 40.45),None_Found,Nebraska,Frontier County,United States,873.0,NE,31
1155,Sutton,23763,Valid,H5,7600.0,Found,1964,40.6,-97.86667,"(40.6, -97.86667)",POINT (-97.86667 40.6),None_Found,Nebraska,Clay County,United States,520.0,NE,31
1156,Tryon,24056,Valid,L6,15900.0,Found,1934,41.55,-100.96667,"(41.55, -100.96667)",POINT (-100.96667 41.55),None_Found,Nebraska,McPherson County,United States,1001.0,NE,31
1157,Valentine,24148,Valid,L4,2300.0,Found,1942,42.93333,-100.75,"(42.93333, -100.75)",POINT (-100.75 42.93333),None_Found,Nebraska,Cherry County,United States,838.0,NE,31
1158,Whitman,24254,Valid,H5,221.0,Found,1937,42.03333,-101.5,"(42.03333, -101.5)",POINT (-101.5 42.03333),None_Found,Nebraska,Grant County,United States,1109.0,NE,31
1159,York (iron),30367,Valid,"Iron, IIIAB",835.0,Found,1878,40.75,-97.5,"(40.75, -97.5)",POINT (-97.5 40.75),None_Found,Nebraska,York County,United States,475.0,NE,31
1160,York (stone),30368,Valid,L6,1440.0,Found,1928,40.86667,-97.6,"(40.86667, -97.6)",POINT (-97.6 40.86667),None_Found,Nebraska,York County,United States,493.0,NE,31
1161,Estherville,10059,Valid,Mesosiderite-A3/4,320000.0,Fell,1879,43.41667,-94.83333,"(43.41667, -94.83333)",POINT (-94.83333 43.41667),None_Found,Iowa,Emmet County,United States,396.0,IA,19
1162,Forest City,10119,Valid,H5,152000.0,Fell,1890,43.25,-93.66667,"(43.25, -93.66667)",POINT (-93.66667 43.25),None_Found,Iowa,Hancock County,United States,378.0,IA,19
1163,Homestead,11901,Valid,L5,230000.0,Fell,1875,41.8,-91.86667,"(41.8, -91.86667)",POINT (-91.86667 41.8),None_Found,Iowa,Iowa County,United States,219.0,IA,19
1164,Marion (Iowa),15424,Valid,L6,28400.0,Fell,1847,41.9,-91.6,"(41.9, -91.6)",POINT (-91.6 41.9),None_Found,Iowa,Linn County,United States,243.0,IA,19
1165,Alvord,2287,Valid,"Iron, IVA",17500.0,Found,1976,43.32222,-96.28889,"(43.32222, -96.28889)",POINT (-96.28889 43.32222),None_Found,Iowa,Lyon County,United States,405.0,IA,19
1166,Lone Tree,14683,Valid,H4,20676.0,Found,1971,41.5,-91.47917,"(41.5, -91.47917)",POINT (-91.47917 41.5),None_Found,Iowa,Johnson County,United States,199.0,IA,19
1167,Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,1939,42.18333,-95.71667,"(42.18333, -95.71667)",POINT (-95.71667 42.18333),None_Found,Iowa,Monona County,United States,402.0,IA,19
1168,Fisher,10107,Valid,L6,17600.0,Fell,1894,47.81667,-96.85,"(47.81667, -96.85)",POINT (-96.85 47.81667),None_Found,Minnesota,Polk County,United States,254.0,MN,27
1169,Anoka,2307,Valid,"Iron, IAB-sLM",1108.0,Found,1961,45.2,-93.43333,"(45.2, -93.43333)",POINT (-93.43333 45.2),None_Found,Minnesota,Hennepin County,United States,261.0,MN,27
1170,Arlington,2333,Valid,"Iron, IIE-an",8940.0,Found,1894,44.6,-94.1,"(44.6, -94.1)",POINT (-94.1 44.6),None_Found,Minnesota,Sibley County,United States,299.0,MN,27
1171,Euclid,10063,Valid,H5,2500.0,Found,1970,47.95833,-96.7,"(47.95833, -96.7)",POINT (-96.7 47.95833),None_Found,Minnesota,Polk County,United States,263.0,MN,27
1172,Hardwick,11828,Valid,L4,7800.0,Found,1937,43.8,-96.16667,"(43.8, -96.16667)",POINT (-96.16667 43.8),None_Found,Minnesota,Rock County,United States,471.0,MN,27
1173,Turtle River,24085,Valid,"Iron, IIIAB",22390.0,Found,1953,47.6,-94.76667,"(47.6, -94.76667)",POINT (-94.76667 47.6),None_Found,Minnesota,Beltrami County,United States,413.0,MN,27
1174,Forksville,10123,Valid,L6,6067.0,Fell,1924,36.78333,-78.08333,"(36.78333, -78.08333)",POINT (-78.08333 36.78333),None_Found,Virginia,Mecklenburg County,United States,91.0,VA,51
1175,Lorton,52843,Valid,L6,329.7,Fell,2010,38.70066,-77.21163,"(38.70066, -77.21163)",POINT (-77.21163 38.70066),None_Found,Virginia,Fairfax County,United States,27.0,VA,51
1176,Richmond,22603,Valid,LL5,1800.0,Fell,1828,37.46667,-77.5,"(37.46667, -77.5)",POINT (-77.5 37.46667),None_Found,Virginia,Chesterfield County,United States,59.0,VA,51
1177,Sharps,23525,Valid,H3.4,1265.0,Fell,1921,37.83333,-76.7,"(37.83333, -76.7)",POINT (-76.7 37.83333),None_Found,Virginia,Richmond County,United States,5.0,VA,51
1178,Augusta County,4897,Valid,"Iron, IIIAB",76000.0,Found,1858,38.16667,-79.08333,"(38.16667, -79.08333)",POINT (-79.08333 38.16667),None_Found,Virginia,,United States,471.0,VA,51
1179,Botetourt County,5116,Valid,Iron,500.0,Found,1850,37.5,-79.75,"(37.5, -79.75)",POINT (-79.75 37.5),None_Found,Virginia,Botetourt County,United States,319.0,VA,51
1180,Cranberry Plains,5462,Valid,"Iron, IVA",90.0,Found,1852,37.23333,-80.73333000000002,"(37.23333, -80.73333)",POINT (-80.73333 37.23333),None_Found,Virginia,Giles County,United States,603.0,VA,51
1181,Dungannon,7747,Valid,"Iron, IAB-MG",13000.0,Found,1922,36.85,-82.45,"(36.85, -82.45)",POINT (-82.45 36.85),None_Found,Virginia,Scott County,United States,471.0,VA,51
1182,Hopper,11907,Valid,"Iron, IIIAB",1800.0,Found,1889,36.55,-79.78333,"(36.55, -79.78333)",POINT (-79.78333 36.55),None_Found,Virginia,Henry County,United States,214.0,VA,51
1183,Indian Valley,12029,Valid,"Iron, IIAB",14100.0,Found,1887,36.93333,-80.5,"(36.93333, -80.5)",POINT (-80.5 36.93333),None_Found,Virginia,Floyd County,United States,758.0,VA,51
1184,Keen Mountain,12271,Valid,"Iron, IIAB",6690.0,Found,1950,37.21667,-82.0,"(37.21667, -82.0)",POINT (-82 37.21667),None_Found,Virginia,Buchanan County,United States,570.0,VA,51
1185,Norfolk,16993,Valid,"Iron, IIIAB",23000.0,Found,1907,36.9,-76.3,"(36.9, -76.3)",POINT (-76.3 36.9),None_Found,Virginia,,United States,0.0,VA,51
1186,Staunton,23716,Valid,"Iron, IIIE",43500.0,Found,1869,38.21667,-79.05,"(38.21667, -79.05)",POINT (-79.05 38.21667),None_Found,Virginia,Augusta County,United States,472.0,VA,51
1187,Garland,10861,Valid,Diogenite-pm,102.0,Fell,1950,41.68333,-112.13333,"(41.68333, -112.13333)",POINT (-112.13333 41.68333),None_Found,Utah,Box Elder County,United States,1307.0,UT,49
1188,Altonah,2286,Valid,"Iron, IVA",21500.0,Found,1932,40.56667,-110.48333,"(40.56667, -110.48333)",POINT (-110.48333 40.56667),None_Found,Utah,Duchesne County,United States,2645.0,UT,49
1189,Arches,2328,Valid,L5,534.0,Found,2001,38.68867,-109.58517,"(38.68867, -109.58517)",POINT (-109.58517 38.68867),None_Found,Utah,Grand County,United States,1466.0,UT,49
1190,Beaver-Harrison,4987,Valid,L6,925.0,Found,1979,38.48417,-113.13639,"(38.48417, -113.13639)",POINT (-113.13639 38.48417),None_Found,Utah,Beaver County,United States,1810.0,UT,49
1191,Canyonlands,5258,Valid,H6,1520.0,Found,1961,38.18333,-109.88333,"(38.18333, -109.88333)",POINT (-109.88333 38.18333),None_Found,Utah,San Juan County,United States,1382.0,UT,49
1192,Cricket Mountains,5472,Valid,H6,10.6,Found,1985,38.90306,-112.82111,"(38.90306, -112.82111)",POINT (-112.82111 38.90306),None_Found,Utah,Millard County,United States,1469.0,UT,49
1193,Drum Mountains,7733,Valid,"Iron, IIIAB",529000.0,Found,1944,39.5,-112.9,"(39.5, -112.9)",POINT (-112.9 39.5),None_Found,Utah,Millard County,United States,1441.0,UT,49
1194,Duchesne,7737,Valid,"Iron, IVA",22700.0,Found,1906,40.38333,-110.86667,"(40.38333, -110.86667)",POINT (-110.86667 40.38333),None_Found,Utah,Duchesne County,United States,2483.0,UT,49
1195,Greener Reservoir,30666,Valid,H4,45.0,Found,2004,39.49133,-112.942,"(39.49133, -112.942)",POINT (-112.942 39.49133),None_Found,Utah,Millard County,United States,1517.0,UT,49
1196,Gunlock,11453,Valid,L3.2,6800.0,Found,1982,37.28333,-113.78333,"(37.28333, -113.78333)",POINT (-113.78333 37.28333),None_Found,Utah,Washington County,United States,1166.0,UT,49
1197,Ioka,12040,Valid,L3.5,31500.0,Found,1931,40.25,-110.08333,"(40.25, -110.08333)",POINT (-110.08333 40.25),None_Found,Utah,Duchesne County,United States,1622.0,UT,49
1198,Poison Spring,18857,Valid,Iron,524.0,Found,1971,38.17,-110.36667,"(38.17, -110.36667)",POINT (-110.36667 38.17),None_Found,Utah,Wayne County,United States,1664.0,UT,49
1199,Salina,23108,Valid,Iron,235.0,Found,1908,38.98333,-111.85,"(38.98333, -111.85)",POINT (-111.85 38.98333),None_Found,Utah,Sevier County,United States,1561.0,UT,49
1200,Salt Lake City,23112,Valid,H5,875.0,Found,1869,40.91667,-111.66667,"(40.91667, -111.66667)",POINT (-111.66667 40.91667),None_Found,Utah,Morgan County,United States,1928.0,UT,49
