,COU,Large subnational region,Land cover class,Value,Unit Code
105630,GTM,Quiché,Cropland,568.191968,KM2
105645,GTM,Izabal,Shrubland,0.0,KM2
105650,GTM,Jalapa,Shrubland,26.817547999999995,KM2
105655,GTM,Jalapa,Cropland,381.01012000000003,KM2
105680,GTM,Guatemala,Tree cover,1662.9971119999998,KM2
105710,GTM,Jutiapa,Artificial surfaces,21.330384,KM2
105730,GTM,Zacapa,Sparse vegetation,0.0,KM2
105750,GTM,Chiquimula,Shrubland,8.964944000000001,KM2
105770,GTM,Retalhuleu,Wetland,12.210872,KM2
105780,GTM,Baja Verapaz,Shrubland,30.913599999999995,KM2
105785,GTM,Baja Verapaz,Sparse vegetation,0.0,KM2
105795,GTM,Alta Verapaz,Wetland,1.468396,KM2
105805,GTM,Escuintla,Grassland,7.882968000000001,KM2
105810,GTM,El Progreso,Tree cover,1232.602516,KM2
105815,GTM,El Progreso,Inland water,0.0,KM2
105840,GIN,Kankan,Grassland,2.627656,KM2
105845,GIN,Kankan,Artificial surfaces,63.604732,KM2
105860,GIN,Kindia,Shrubland,1272.0173559999998,KM2
105865,GIN,Mamou,Wetland,0.38642,KM2
105870,GIN,Mamou,Shrubland,1186.386684,KM2
105875,GIN,Labe,Artificial surfaces,28.363227999999996,KM2
105880,GIN,Labe,Bare area,0.0,KM2
105895,GIN,Boke,Tree cover,19869.561832,KM2
105900,GIN,Boke,Wetland,0.77284,KM2
105910,GIN,Nzerekore,Grassland,0.077284,KM2
105925,GNB,Quinara,Grassland,9.351364,KM2
105930,GNB,Quinara,Shrubland,75.583752,KM2
105935,GNB,Quinara,Cropland,1081.20316,KM2
105945,GNB,Gabu,Bare area,0.0,KM2
105950,GNB,Gabu,Inland water,34.314096,KM2
105970,GNB,Bolama/bijagos,Artificial surfaces,0.618272,KM2
105975,GNB,Biombo,Artificial surfaces,2.7049399999999997,KM2
105980,GNB,Sector Autonomo De Bissau,Tree cover,14.374824,KM2
105985,GNB,Sector Autonomo De Bissau,Wetland,0.850124,KM2
105995,GNB,Cacheu,Cropland,1913.397272,KM2
106000,GNB,Cacheu,Artificial surfaces,6.6464240000000006,KM2
106020,GUY,East Berbice/corentyne (region N°6),Sparse vegetation,0.0,KM2
106025,GUY,East Berbice/corentyne (region N°6),Artificial surfaces,60.358804,KM2
106040,GUY,Pomeroon/supenaam (region N°2,Cropland,261.838192,KM2
106050,GUY,Mahaica Berbice (region N°5),Sparse vegetation,0.0,KM2
106060,GUY,Cuyuni/mazaruni (region N°7),Tree cover,47571.00694,KM2
106065,GUY,Cuyuni/mazaruni (region N°7),Cropland,33.77310799999999,KM2
106080,GUY,Potaro/siparuni (region N°8),Tree cover,20160.613376,KM2
106085,GUY,Potaro/siparuni (region N°8),Bare area,0.0,KM2
106095,GUY,Barima Waini (region N°1),Artificial surfaces,6.723708,KM2
106100,GUY,Barima Waini (region N°1),Bare area,0.540988,KM2
106105,GUY,Barima Waini (region N°1),Inland water,91.42697199999999,KM2
106130,HTI,Artibonite,Cropland,528.699844,KM2
106135,HTI,Artibonite,Bare area,0.0,KM2
106145,HTI,Nippes,Shrubland,0.0,KM2
106180,HTI,Sud,Tree cover,462.23560399999997,KM2
106185,HTI,Sud,Shrubland,0.0,KM2
106195,HTI,Ouest,Tree cover,371.65875600000004,KM2
106210,HTI,Sud Est,Sparse vegetation,1.004692,KM2
106220,HTI,Nord,Sparse vegetation,0.0,KM2
106225,HTI,Nord Est,Shrubland,0.0,KM2
106230,HTI,Nord Est,Bare area,0.0,KM2
106245,HND,Atlantida,Wetland,0.231852,KM2
106250,HND,Atlantida,Artificial surfaces,23.880755999999998,KM2
106260,HND,Francisco Morazan,Shrubland,34.545948,KM2
106265,HND,Olancho,Cropland,7872.92108,KM2
106270,HND,Olancho,Inland water,0.927408,KM2
106280,HND,Copan,Grassland,103.328708,KM2
106285,HND,Copan,Sparse vegetation,0.077284,KM2
106290,HND,Comayagua,Cropland,1212.7405279999998,KM2
106300,HND,Ocotepeque,Artificial surfaces,7.419264,KM2
106305,HND,Ocotepeque,Bare area,0.0,KM2
106320,HND,La Paz,Tree cover,2174.926328,KM2
106325,HND,La Paz,Grassland,94.982036,KM2
106330,HND,La Paz,Cropland,134.783296,KM2
106350,HND,Islas De Bahia,Wetland,0.0,KM2
106355,HND,Santa Barbara,Shrubland,0.0,KM2
106360,HND,Santa Barbara,Sparse vegetation,0.0,KM2
106365,HND,Santa Barbara,Artificial surfaces,11.360748000000001,KM2
106380,HND,Colon,Cropland,2189.4557200000004,KM2
106385,HND,Colon,Artificial surfaces,10.124203999999999,KM2
106395,HND,Intibuca,Cropland,194.291976,KM2
106400,HND,Intibuca,Inland water,0.0,KM2
106415,HND,Lempira,Sparse vegetation,0.0,KM2
106425,HND,Choluteca,Wetland,45.21114,KM2
106435,HND,Gracias A Dios,Shrubland,2.31852,KM2
106440,HND,Gracias A Dios,Artificial surfaces,6.105436,KM2
106450,HND,Name Unknown,Inland water,4.018768,KM2
106460,HND,Yoro,Tree cover,5079.181763999999,KM2
106465,HND,Yoro,Shrubland,0.0,KM2
106470,HND,Yoro,Sparse vegetation,0.0,KM2
106485,HND,Cortes,Sparse vegetation,0.0,KM2
106500,HND,Paraiso,Inland water,0.154568,KM2
106505,HND,Valle,Wetland,4.791608,KM2
106520,HKG,Administrative unit not available,Shrubland,10.278772,KM2
106550,IND,Bihar,Shrubland,55.103492,KM2
106555,IND,Bihar,Bare area,38.564716,KM2
106565,IND,Arunachal Pradesh,Tree cover,11407.813955999998,KM2
106570,IND,Arunachal Pradesh,Grassland,542.765532,KM2
106575,IND,Arunachal Pradesh,Bare area,19.939272000000003,KM2
106595,IND,Rajasthan,Cropland,257960.544584,KM2
106600,IND,Rajasthan,Bare area,2230.493524,KM2
106605,IND,Rajasthan,Inland water,1462.5224159999998,KM2
106630,IND,Nagaland,Wetland,10.278772,KM2
106635,IND,Nagaland,Inland water,17.311616,KM2
106645,IND,Orissa,Tree cover,42220.326484,KM2
106675,IND,Dadra and Nagar Haveli,Shrubland,0.0,KM2
106685,IND,Goa,Shrubland,72.10597200000001,KM2
106690,IND,Goa,Artificial surfaces,165.69689599999998,KM2
106695,IND,Tamil Nadu,Inland water,1869.2681080000002,KM2
106715,IND,Andhra Pradesh,Cropland,201736.125448,KM2
106730,IND,Kerala,Tree cover,23107.297728,KM2
106735,IND,Kerala,Grassland,59.663247999999996,KM2
106740,IND,Kerala,Cropland,10934.372172,KM2
106750,IND,Assam,Shrubland,2352.52496,KM2
106760,IND,Uttarakhand,Inland water,210.289764,KM2
106785,IND,Sikkim,Wetland,0.0,KM2
106800,IND,Delhi,Shrubland,34.700516,KM2
106805,IND,Delhi,Cropland,672.911788,KM2
106815,IND,Karnataka,Bare area,0.154568,KM2
106820,IND,Haryana,Shrubland,195.760372,KM2
106825,IND,Haryana,Inland water,29.136067999999998,KM2
106835,IND,Manipur,Tree cover,15853.730624,KM2
106840,IND,Manipur,Shrubland,2364.967684,KM2
106845,IND,Manipur,Cropland,3387.6668560000003,KM2
106850,IND,Punjab,Wetland,0.231852,KM2
106855,IND,Punjab,Cropland,47491.79084,KM2
106860,IND,Mizoram,Shrubland,4268.240752,KM2
106865,IND,Mizoram,Sparse vegetation,0.0,KM2
106885,IND,Lakshadweep,Grassland,0.0,KM2
106890,IND,Lakshadweep,Cropland,3.5550640000000002,KM2
106895,IND,Lakshadweep,Artificial surfaces,0.154568,KM2
106925,IND,Himachal Pradesh,Wetland,38.79656799999999,KM2
106930,IND,Himachal Pradesh,Sparse vegetation,65.30498,KM2
106935,IND,Himachal Pradesh,Artificial surfaces,39.028420000000004,KM2
106945,IND,Puducherry,Tree cover,57.499296,KM2
106950,IND,Puducherry,Wetland,0.0,KM2
106955,IND,Jharkhand,Grassland,385.02888799999994,KM2
106960,IND,Jharkhand,Sparse vegetation,33.927676000000005,KM2
106965,IND,Jharkhand,Artificial surfaces,805.6857,KM2
106975,IND,Andaman and Nicobar,Grassland,3.2459279999999997,KM2
106980,IND,Andaman and Nicobar,Wetland,0.154568,KM2
106985,IND,Andaman and Nicobar,Bare area,0.231852,KM2
106990,IND,Maharashtra,Artificial surfaces,3573.22574,KM2
106995,IDN,Kepulauan-riau,Cropland,2592.10536,KM2
107005,IDN,Sulawesi Utara,Grassland,0.0,KM2
107010,IDN,Sulawesi Utara,Cropland,2950.625836,KM2
107015,IDN,Sulawesi Utara,Inland water,647.6399200000001,KM2
107030,IDN,Papua Barat,Shrubland,0.0,KM2
107035,IDN,Papua Barat,Cropland,2712.28198,KM2
107040,IDN,Sulawesi Tenggara,Sparse vegetation,126.51390800000001,KM2
107045,IDN,Sulawesi Tenggara,Bare area,0.0,KM2
107065,IDN,Jawa Tengah,Cropland,22086.917075999998,KM2
107070,IDN,Jawa Tengah,Inland water,871.840804,KM2
107080,IDN,Jambi,Wetland,0.0,KM2
107090,IDN,Kalimantan Selatan,Grassland,11.360748000000001,KM2
107095,IDN,Kalimantan Selatan,Inland water,686.9774759999999,KM2
107110,IDN,Jawa Timur,Sparse vegetation,2064.410208,KM2
107140,IDN,Sumatera Barat,Tree cover,28075.267816,KM2
107145,IDN,Sumatera Barat,Sparse vegetation,36.787184,KM2
107150,IDN,Sumatera Barat,Inland water,1050.9851159999998,KM2
107165,IDN,Nusatenggara Timur,Cropland,30263.023288000004,KM2
107170,IDN,Nusatenggara Timur,Artificial surfaces,414.551376,KM2
107175,IDN,Nusatenggara Timur,Bare area,0.0,KM2
107190,IDN,Maluku,Bare area,0.0,KM2
107210,IDN,Maluku Utara,Wetland,0.0,KM2
107215,IDN,Maluku Utara,Sparse vegetation,163.84208,KM2
107230,IDN,Papua,Artificial surfaces,169.25196,KM2
107245,IDN,Bangka Belitung,Grassland,0.463704,KM2
107250,IDN,Bangka Belitung,Shrubland,0.0,KM2
107255,IDN,Bangka Belitung,Inland water,411.38273200000003,KM2
107265,IDN,Jawa Barat,Wetland,0.0,KM2
107280,IDN,Kalimantan Tengah,Shrubland,393.45284399999997,KM2
107300,IDN,Riau,Tree cover,32379.832048000004,KM2
107305,IDN,Riau,Grassland,0.0,KM2
107310,IDN,Riau,Wetland,0.0,KM2
107315,IDN,Riau,Inland water,1327.73912,KM2
107320,IDN,Sumatera Selatan,Bare area,0.0,KM2
107345,IDN,Nusatenggara Barat,Bare area,0.0,KM2
107365,IDN,Banten,Sparse vegetation,2.2412360000000002,KM2
107370,IDN,Nangroe Aceh Darussalam,Tree cover,38087.564584,KM2
107380,IDN,Sumatera Utara,Tree cover,32491.275576,KM2
107385,IDN,Sumatera Utara,Shrubland,0.0,KM2
107400,IDN,Sulawesi Selatan,Tree cover,18569.103964,KM2
107405,IDN,Sulawesi Selatan,Sparse vegetation,275.594744,KM2
107415,IDN,Sulawesi Barat,Tree cover,12399.908664000002,KM2
107420,IDN,Sulawesi Barat,Cropland,4341.583268,KM2
107425,IDN,Sulawesi Barat,Bare area,0.0,KM2
107450,IRN,Gilan,Sparse vegetation,468.10918799999996,KM2
107455,IRN,Chaharmahal-o bakhtiyar,Grassland,141.352436,KM2
107470,IRN,Ghazvin,Tree cover,16.847912,KM2
107480,IRN,Esfahan,Bare area,88695.52358799998,KM2
107485,IRN,Esfahan,Inland water,28.59508,KM2
107495,IRN,Mazandaran,Inland water,314.004892,KM2
107500,IRN,Ardebil,Grassland,235.175212,KM2
107505,IRN,Ardebil,Shrubland,2994.755,KM2
107510,IRN,Ardebil,Bare area,365.321468,KM2
107530,IRN,Ghom,Tree cover,5.487164,KM2
107535,IRN,Ghom,Sparse vegetation,490.21241200000003,KM2
107540,IRN,Ghom,Artificial surfaces,80.684496,KM2
107550,IRN,Kohgiluyeh va boyerahma,Cropland,6823.713496,KM2
107560,IRN,Administrative unit not available,Grassland,8.733092,KM2
107565,IRN,Administrative unit not available,Shrubland,1.236544,KM2
107575,IRN,Kerman,Sparse vegetation,9199.732792,KM2
107590,IRN,Fars,Artificial surfaces,462.312888,KM2
107610,IRN,Hormozgan,Artificial surfaces,244.681144,KM2
107615,IRN,Tehran,Sparse vegetation,4925.232036,KM2
107620,IRN,Tehran,Bare area,6345.866524,KM2
107635,IRN,Lorestan,Wetland,1.004692,KM2
107640,IRN,Lorestan,Shrubland,856.152152,KM2
107645,IRN,Khuzestan,Artificial surfaces,467.10449600000004,KM2
107680,IRN,Hamedan,Grassland,2080.6398480000003,KM2
107685,IRN,Hamedan,Bare area,2071.674904,KM2
107710,IRN,Markazi,Grassland,1179.817544,KM2
107730,IRN,Sistan-o baluchestan,Inland water,146.45317999999997,KM2
107745,IRN,Semnan,Grassland,571.978884,KM2
107750,IRN,Semnan,Cropland,2500.5238200000003,KM2
107755,IRN,Semnan,Artificial surfaces,32.536564,KM2
107770,IRN,West Azarbayejan,Grassland,1441.810304,KM2
107775,IRN,West Azarbayejan,Cropland,24201.4846,KM2
107785,IRN,Bushehr,Tree cover,0.0,KM2
107790,IRN,Bushehr,Wetland,6.18272,KM2
107795,IRN,Bushehr,Sparse vegetation,149.776392,KM2
107800,IRN,Bushehr,Bare area,18984.891884,KM2
107805,IRN,Bushehr,Inland water,51.316576,KM2
107815,IRN,Kermanshah,Cropland,18720.967024,KM2
107820,IRN,Kermanshah,Bare area,2449.670948,KM2
107830,IRQ,Thi-Qar,Grassland,751.97332,KM2
107835,IRQ,Thi-Qar,Inland water,119.55834800000001,KM2
107845,IRQ,Kerbala,Shrubland,13.91112,KM2
107860,IRQ,Kirkuk,Tree cover,0.0,KM2
107865,IRQ,Erbil,Grassland,73.883504,KM2
107870,IRQ,Erbil,Bare area,2884.548016,KM2
107875,IRQ,Erbil,Inland water,12.674576000000002,KM2
107880,IRQ,Dahuk,Shrubland,222.655204,KM2
107885,IRQ,Dahuk,Sparse vegetation,42.119780000000006,KM2
107910,IRQ,Basrah,Grassland,285.873516,KM2
107915,IRQ,Basrah,Wetland,42.89262,KM2
107925,IRQ,Baghdad,Shrubland,0.927408,KM2
107930,IRQ,Baghdad,Bare area,1370.554456,KM2
107935,IRQ,Baghdad,Inland water,54.407936,KM2
107965,IRQ,Muthanna,Sparse vegetation,540.678864,KM2
107985,IRQ,Ninewa,Shrubland,45.288424,KM2
107990,IRQ,Ninewa,Artificial surfaces,350.17380399999996,KM2
108010,IRQ,Salah al-Din,Tree cover,2.086668,KM2
108015,IRQ,Salah al-Din,Wetland,8.578524,KM2
108020,IRQ,Salah al-Din,Sparse vegetation,15.302231999999998,KM2
108030,IRQ,Missan,Sparse vegetation,93.74549199999998,KM2
108035,IRQ,Missan,Bare area,10229.464807999999,KM2
108055,IRQ,Sulaymaniyah,Bare area,2288.9202280000004,KM2
108060,IRQ,Sulaymaniyah,Inland water,251.94583999999998,KM2
108075,IRQ,Wassit,Tree cover,0.0,KM2
108085,IRQ,Diyala,Grassland,28.054092000000004,KM2
108090,IRQ,Diyala,Artificial surfaces,97.91882800000002,KM2
108095,IRQ,Diyala,Bare area,12314.587128,KM2
108115,IRQ,Qadissiya,Shrubland,19.630136,KM2
108125,JAM,Manchester,Wetland,28.20866,KM2
108135,JAM,Saint James,Sparse vegetation,0.0,KM2
108140,JAM,Trelawny,Sparse vegetation,0.0,KM2
108145,JAM,Trelawny,Artificial surfaces,6.0281519999999995,KM2
108150,JAM,Westmoreland,Artificial surfaces,7.651115999999999,KM2
108155,JAM,Westmoreland,Inland water,3.0140759999999998,KM2
108160,JAM,Saint Catherine,Inland water,8.269388000000001,KM2
108170,JAM,Saint Thomas,Grassland,0.0,KM2
108175,JAM,Clarendon,Tree cover,581.021112,KM2
108180,JAM,Clarendon,Wetland,5.487164,KM2
108185,JAM,Hanover,Grassland,0.0,KM2
108190,JAM,Hanover,Wetland,0.0,KM2
108195,JAM,Hanover,Cropland,14.065688,KM2
108200,JAM,Hanover,Artificial surfaces,3.0140759999999998,KM2
108215,JAM,Saint Andrew And Kingston,Grassland,0.309136,KM2
108225,JAM,Saint Mary,Sparse vegetation,0.0,KM2
108245,JOR,Zarqa,Tree cover,0.0,KM2
108250,JOR,Zarqa,Cropland,237.64829999999998,KM2
108275,JOR,Balqa,Tree cover,4.2506200000000005,KM2
108280,JOR,Balqa,Grassland,0.154568,KM2
108285,JOR,Balqa,Shrubland,0.154568,KM2
108290,JOR,Jarash,Grassland,0.0,KM2
108300,JOR,Ajloon,Cropland,336.80367200000006,KM2
108315,JOR,Madaba,Cropland,400.408404,KM2
108325,KAZ,Karagandinskaya,Grassland,160670.190072,KM2
108330,KAZ,Karagandinskaya,Inland water,6400.815447999999,KM2
108335,KAZ,Aktyubinskaya,Cropland,30994.36178,KM2
108340,KAZ,Aktyubinskaya,Artificial surfaces,257.664856,KM2
108345,KAZ,Aktyubinskaya,Bare area,20332.879412000002,KM2
108355,KAZ,Kustanayskaya,Wetland,51.62571200000001,KM2
108360,KAZ,Kustanayskaya,Artificial surfaces,309.213284,KM2
108365,KAZ,Jambylslkaya,Artificial surfaces,205.03445200000002,KM2
108420,KAZ,Zapadno-kazachstanskaya,Wetland,7.651115999999999,KM2
108445,KEN,Nyanza,Bare area,0.154568,KM2
108450,KEN,Central,Wetland,6.337288000000001,KM2
108460,KEN,North Eastern,Sparse vegetation,440.827936,KM2
108480,KIR,Administrative unit not available,Grassland,0.0,KM2
108485,KWT,Al Farwaniyah,Tree cover,0.0,KM2
108490,KWT,Al Farwaniyah,Cropland,10.201488,KM2
108500,KWT,Hawalli,Grassland,0.0,KM2
108510,KGZ,Chuy,Inland water,42.660768,KM2
108520,KGZ,Talas,Grassland,5826.749896,KM2
108525,KGZ,Talas,Shrubland,116.54427199999999,KM2
108530,KGZ,Talas,Cropland,3059.828128,KM2
108535,KGZ,Talas,Bare area,593.386552,KM2
108540,KGZ,Ysyk-Kol,Artificial surfaces,56.18546799999999,KM2
108550,KGZ,Naryn,Bare area,5013.258512,KM2
108560,KGZ,Batken,Wetland,0.0,KM2
108565,KGZ,Batken,Shrubland,943.4057879999999,KM2
108570,LAO,Vientiane capital,Sparse vegetation,0.0,KM2
108585,LAO,Louang-Namtha,Cropland,962.95864,KM2
108605,LAO,Champasak,Inland water,464.399556,KM2
108625,LAO,Phongsali,Inland water,0.231852,KM2
108670,LBN,Bekaa,Sparse vegetation,996.57718,KM2
108685,LBN,Nabatiye,Artificial surfaces,16.616059999999997,KM2
108700,LBN,Mount Lebanon,Shrubland,976.715192,KM2
108705,LBN,Mount Lebanon,Sparse vegetation,59.431396,KM2
108730,LSO,Butha Buthe,Sparse vegetation,0.0,KM2
108755,LSO,Mohale's Hoek,Wetland,1.3911120000000001,KM2
108760,LSO,Leribe,Shrubland,466.099804,KM2
108775,LBR,Grand Kru,Wetland,1.313828,KM2
108780,LBR,Gbarpolu,Tree cover,7755.681252,KM2
108800,LBR,Grand Cape Mount,Artificial surfaces,3.47778,KM2
108805,LBR,Rivercess,Wetland,0.0,KM2
108810,LBR,Rivercess,Shrubland,0.618272,KM2
108815,LBR,Rivercess,Artificial surfaces,0.850124,KM2
108825,LBR,Bomi,Shrubland,3.2459279999999997,KM2
108830,LBR,Bong,Grassland,0.309136,KM2
108840,LBR,Grand Bassa,Wetland,4.327904,KM2
108845,LBR,Grand Bassa,Artificial surfaces,17.002480000000002,KM2
108850,LBR,Montserrado,Wetland,4.868892000000001,KM2
108855,LBY,Ghadamis,Shrubland,0.0,KM2
108865,LBY,Sabha,Tree cover,0.0,KM2
108870,LBY,Sabha,Wetland,0.0,KM2
108895,LBY,Tripoli (tarabulus),Grassland,0.0,KM2
108910,LBY,Al Fatah,Wetland,0.0,KM2
108915,LBY,Al Aziziyah,Tree cover,0.0,KM2
108925,LBY,Ajdabiya (agedabia),Wetland,0.0,KM2
108930,LBY,Ajdabiya (agedabia),Sparse vegetation,7274.356500000001,KM2
108955,LBY,Az Zawia (azzawiya),Cropland,1791.752256,KM2
108960,LBY,Az Zawia (azzawiya),Bare area,1013.811512,KM2
108965,LBY,Al Jufrah,Bare area,114962.50037200001,KM2
108990,LBY,Al Kufrah,Bare area,424720.482004,KM2
109005,LBY,Darnah,Tree cover,258.824116,KM2
109010,LBY,Darnah,Bare area,16696.43536,KM2
109015,LBY,Surt (sirte),Tree cover,0.0,KM2
109020,LBY,Surt (sirte),Cropland,444.923988,KM2
109030,MDG,Boeny,Grassland,12008.156068,KM2
109035,MDG,Boeny,Artificial surfaces,10.04692,KM2
109050,MDG,Sofia,Inland water,248.777196,KM2
109060,MDG,Vakinankaratra,Tree cover,6543.172576,KM2
109070,MDG,Analanjirofo,Cropland,6951.30938,KM2
109090,MDG,Itasy,Grassland,5650.078672000001,KM2
109110,MDG,Betsiboka,Cropland,1145.271596,KM2
109115,MDG,Diana,Shrubland,0.77284,KM2
109125,MDG,Melaky,Wetland,507.292176,KM2
109135,MDG,Haute Matsiatra,Cropland,1642.748704,KM2
109140,MDG,Haute Matsiatra,Inland water,20.016556,KM2
109150,MDG,Vatovavy Fitovinany,Inland water,156.73195199999998,KM2
109165,MWI,Southern Region,Sparse vegetation,4.791608,KM2
109170,MWI,Southern Region,Cropland,22775.053812,KM2
109180,MWI,Northern Region,Grassland,1748.782352,KM2
109200,MYS,Melaka,Artificial surfaces,151.553924,KM2
109210,MYS,Kuala Lumpur,Cropland,19.861988,KM2
109220,MYS,Pulau Pinang,Wetland,0.0,KM2
109225,MYS,Kedah,Grassland,0.0,KM2
109235,MYS,Johor,Bare area,0.0,KM2
109240,MYS,Johor,Inland water,352.41504000000003,KM2
109245,MYS,Perak,Shrubland,0.0,KM2
109250,MYS,Perak,Cropland,7272.269832,KM2
109255,MYS,Perak,Artificial surfaces,374.131844,KM2
109260,MYS,Perak,Inland water,544.46578,KM2
109290,MYS,Sarawak,Wetland,0.0,KM2
109310,MYS,Kelantan,Sparse vegetation,5.255312,KM2
109335,MDV,Shaviyani,Tree cover,0.231852,KM2
109340,MDV,Male',Grassland,0.0,KM2
109345,MDV,Male',Shrubland,0.0,KM2
109350,MDV,Male',Artificial surfaces,0.0,KM2
109355,MDV,Male',Inland water,0.38642,KM2
109375,MDV,Seenu,Bare area,0.0,KM2
109390,MDV,Meemu,Wetland,0.0,KM2
109395,MDV,Meemu,Shrubland,0.0,KM2
109410,MLI,Bamako,Bare area,0.0,KM2
109420,MLI,Mopti,Artificial surfaces,5.02346,KM2
109435,MLI,Gao,Cropland,2700.6120960000003,KM2
109445,MLI,Tombouctou,Bare area,431333.828452,KM2
109460,MRT,Guidimakha,Grassland,6471.4530239999995,KM2
109465,MRT,Guidimakha,Inland water,13.988404,KM2
109480,MRT,Tagant,Grassland,1240.871904,KM2
109510,MRT,Assaba,Bare area,7176.360387999999,KM2
109525,MRT,Inchiri,Inland water,0.154568,KM2
109530,MRT,Gorgol,Cropland,1056.781416,KM2
109555,MUS,Pamplemousses,Grassland,0.0,KM2
109565,MUS,Port Louis,Cropland,10.43334,KM2
109575,MUS,Riviere Du Rempart,Shrubland,1.15926,KM2
109580,MUS,Savanne,Bare area,0.077284,KM2
109585,MUS,Flacq,Shrubland,0.0,KM2
109600,MUS,Moka,Grassland,0.077284,KM2
109620,MDA,Lapusna,Tree cover,265.315972,KM2
109625,MDA,Lapusna,Artificial surfaces,169.406528,KM2
109630,MDA,Soroca,Grassland,2.395804,KM2
109635,MDA,Chisinau,Wetland,0.0,KM2
109640,MDA,Chisinau,Cropland,2403.3778319999997,KM2
109660,MDA,Balti,Tree cover,186.099872,KM2
109680,MDA,Cahul,Sparse vegetation,0.0,KM2
109685,MDA,Tighina,Artificial surfaces,105.10624,KM2
109700,MNG,Govisu'mber,Tree cover,0.0,KM2
109705,MNG,Govisu'mber,Shrubland,0.154568,KM2
109710,MNG,Govisu'mber,Artificial surfaces,0.540988,KM2
109720,MNG,Xo'vsgol,Artificial surfaces,291.592532,KM2
109730,MNG,Xovd,Cropland,1813.9327640000001,KM2
109750,MNG,Govi-Altai,Tree cover,22.103223999999997,KM2
109755,MNG,Govi-Altai,Shrubland,1107.3251520000001,KM2
109765,MNG,Dundgovi,Grassland,4446.148520000001,KM2
109770,MNG,Zavxan,Tree cover,3226.7615680000004,KM2
109780,MNG,Xentii,Artificial surfaces,3.9414840000000004,KM2
109785,MNG,Bayan-O'lgii,Bare area,15876.45212,KM2
109805,MNG,To'v,Tree cover,10750.668104,KM2
109825,MNG,Bulgan,Bare area,89.26302,KM2
109830,MSR,East,Tree cover,11.669883999999998,KM2
109835,MSR,East,Grassland,0.0,KM2
109845,MSR,Plymouth,Artificial surfaces,0.0,KM2
109860,MSR,Brodericks,Tree cover,2.009384,KM2
109865,MSR,Brodericks,Sparse vegetation,0.077284,KM2
109875,MSR,North,Inland water,1.54568,KM2
109880,MAR,Meknès - Tafilalet,Sparse vegetation,11376.359368,KM2
109900,MAR,Taza - Al Hoceima - Taounate,Wetland,0.0,KM2
109905,MAR,Taza - Al Hoceima - Taounate,Inland water,163.53294400000001,KM2
109910,MAR,Laâyoune - Boujdour - Sakia El Hamra,Artificial surfaces,0.463704,KM2
109920,MAR,Oriental,Wetland,0.0,KM2
109925,MAR,Chaouia - Ouardigha,Grassland,142.12527599999999,KM2
109930,MAR,Chaouia - Ouardigha,Shrubland,213.45840800000002,KM2
109945,MAR,Grand Casablanca,Grassland,2.2412360000000002,KM2
109950,MAR,Grand Casablanca,Cropland,231.31101199999998,KM2
109975,MOZ,Manica,Cropland,3374.21944,KM2
109990,MOZ,Niassa,Bare area,1115.59454,KM2
110005,MOZ,Gaza,Grassland,1815.478444,KM2
110015,MOZ,Zambezia,Artificial surfaces,48.070648,KM2
110020,MOZ,Cabo Delgado,Sparse vegetation,24.035324,KM2
110025,MOZ,Lago niassa,Bare area,0.077284,KM2
110045,MMR,Ayeyawaddy,Cropland,24379.005948,KM2
110055,MMR,Shan (E),Bare area,0.0,KM2
110085,MMR,Shan (N),Cropland,17744.4064,KM2
110090,MMR,Shan (N),Bare area,0.0,KM2
110100,MMR,Mon,Artificial surfaces,25.1173,KM2
110105,MMR,Shan (S),Bare area,0.0,KM2
110115,MMR,Taninthayi,Cropland,4093.9653319999998,KM2
110120,MMR,Kayar,Shrubland,756.61036,KM2
110125,MMR,Rakhine,Sparse vegetation,3.09136,KM2
110145,NAM,Hardap,Cropland,35.241504,KM2
110150,NAM,Hardap,Inland water,46.75682,KM2
110175,NAM,Ohangwena,Wetland,0.0,KM2
110180,NAM,Omusati,Wetland,0.0,KM2
110190,NAM,Oshana,Grassland,3364.5589400000003,KM2
110210,NAM,Erongo,Wetland,0.0,KM2
110220,NAM,Oshikoto,Wetland,2.2412360000000002,KM2
110230,NAM,Kavango,Bare area,12.133588000000001,KM2
